ASPECT	VALUE	TYPE	DOLCE
CONTENT#TOPIC	Social conflict	subject	Event
CONTENT#TOPIC	Social contract	subject	Event
CONTENT#TOPIC	Social history, medieval, 500-1500	subject	Topic
CONTENT#TOPIC	Social justice -- Russia -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Social life and customs	subject	Description
CONTENT#TOPIC	Social life and customs, fiction	subject	InformationEntity
CONTENT#TOPIC	Social norms	subject	SocialObject
CONTENT#TOPIC	Social problems	subject	Concept
CONTENT#TOPIC	Social status	subject	SocialObject
CONTENT#TOPIC	Social values	subject	SocialObject
CONTENT#TOPIC	Socialism	subject	SocialObject
CONTENT#TOPIC	Socialism - general & miscellaneous	subject	Event
CONTENT#TOPIC	Society in literature	subject	InformationEntity
CONTENT#TOPIC	Sociology	subject	Topic
CONTENT#TOPIC	Sociology of Knowledge	subject	Event
CONTENT#TOPIC	Socrates	subject	Person
CONTENT#TOPIC	Socrates.	subject	Person
CONTENT#TOPIC	Soldiers	subject	Person
CONTENT#TOPIC	Soldiers, family relationships	subject	Collection
CONTENT#TOPIC	Soldiers, fiction	subject	InformationEntity
CONTENT#TOPIC	Solitude in fiction	subject	InformationEntity
CONTENT#TOPIC	Songs	subject	InformationEntity
CONTENT#TOPIC	Songs and music	subject	InformationEntity
CONTENT#TOPIC	Sophists (Greek philosophy)	subject	Person
CONTENT#TOPIC	Sophocles	subject	Person
CONTENT#TOPIC	Sound effects books	subject	Event
CONTENT#TOPIC	Sources	subject	Event
CONTENT#TOPIC	South Africa -- Fiction	subject	InformationEntity
CONTENT#TOPIC	South Carolina in fiction	subject	InformationEntity
CONTENT#TOPIC	South africa, fiction	subject	InformationEntity
CONTENT#TOPIC	South africa, politics and government	subject	Event
CONTENT#TOPIC	Southern Gothic	subject	Characteristic
CONTENT#TOPIC	Soviet life and customs	subject	Topic
CONTENT#TOPIC	Soviet union, fiction	subject	InformationEntity
CONTENT#TOPIC	Soviet union, history, revolution, 1917-1921, fiction	subject	InformationEntity
CONTENT#TOPIC	Soviet-Afghan war	subject	Event
CONTENT#TOPIC	Space and time	subject	InformationEntity
CONTENT#TOPIC	Space and time, fiction	subject	InformationEntity
CONTENT#TOPIC	Space colonies	subject	Organization
CONTENT#TOPIC	Space ships	subject	PhysicalObject
CONTENT#TOPIC	Spain, fiction	subject	InformationEntity
CONTENT#TOPIC	Spaniards	subject	Person
CONTENT#TOPIC	Spanish	subject	Characteristic
CONTENT#TOPIC	Spanish Armada	subject	Organization
CONTENT#TOPIC	Spanish Civil War	civil war	Event
CONTENT#TOPIC	Spanish Novel And Short Story	subject	Event
CONTENT#TOPIC	Spanish Prose	subject	Topic
CONTENT#TOPIC	Spanish Short stories	subject	Event
CONTENT#TOPIC	Spanish authors	subject	Person
CONTENT#TOPIC	Spanish fiction	subject	InformationEntity
CONTENT#TOPIC	Spanish language	subject	SocialObject
CONTENT#TOPIC	Spanish language books	subject	Topic
CONTENT#TOPIC	Spanish language edition	subject	InformationEntity
CONTENT#TOPIC	Spanish language edition in fiction	subject	Topic
CONTENT#TOPIC	Spanish language materials	subject	SocialObject
CONTENT#TOPIC	Spanish literature	subject	InformationEntity
CONTENT#TOPIC	Spanish-American War, 1898	subject	Event
CONTENT#TOPIC	Spanish: Adult Fiction	subject	Topic
CONTENT#TOPIC	Spanish: Adult Nonfiction	subject	Topic
CONTENT#TOPIC	Speculation	subject	Event
CONTENT#TOPIC	Speech and social status	subject	Event
CONTENT#TOPIC	Speech and social status -- Drama	subject	Event
CONTENT#TOPIC	Spiritual Fiction	subject	InformationEntity
CONTENT#TOPIC	Spiritual biography	subject	InformationEntity
CONTENT#TOPIC	Spiritual life	subject	SocialObject
CONTENT#TOPIC	Spiritual life, catholic church	subject	Organization
CONTENT#TOPIC	Spirituality	subject	Concept
CONTENT#TOPIC	Sport	subject	Activity
CONTENT#TOPIC	Sports agents	subject	Group
CONTENT#TOPIC	Spouses of clergy	subject	Person
CONTENT#TOPIC	Spurious and doubtful works	subject	Event
CONTENT#TOPIC	Spy stories	subject	InformationEntity
CONTENT#TOPIC	St. Marks	subject	Person
CONTENT#TOPIC	Stage history	subject	Topic
CONTENT#TOPIC	Starvation	subject	Event
CONTENT#TOPIC	State, The	subject	Event
CONTENT#TOPIC	State-sponsored terrorism	subject	Event
CONTENT#TOPIC	Stateless persons in fiction	subject	InformationEntity
CONTENT#TOPIC	Statesman	subject	Person
CONTENT#TOPIC	Statesmen, biography	subject	Person
CONTENT#TOPIC	Statistics	subject	Topic
CONTENT#TOPIC	Stepchildren	subject	Person
CONTENT#TOPIC	Stephanie Plum (Fictitious character)	subject	Personification
CONTENT#TOPIC	Stephen Dedalus (Fictitious character)	subject	Personification
CONTENT#TOPIC	Stepparents, fiction	subject	InformationEntity
CONTENT#TOPIC	Stonemasons	subject	Person
CONTENT#TOPIC	Stories	subject	InformationEntity
CONTENT#TOPIC	Stories in rhyme	subject	Event
CONTENT#TOPIC	Story	subject	InformationEntity
CONTENT#TOPIC	Storytelling in fiction	subject	InformationEntity
CONTENT#TOPIC	Storytelling in literature	subject	InformationEntity
CONTENT#TOPIC	Stowaways	subject	Person
CONTENT#TOPIC	Strategy	subject	SocialObject
CONTENT#TOPIC	Study and teaching	subject	Event
CONTENT#TOPIC	Study and teaching (Secondary)	subject	Event
CONTENT#TOPIC	Study guides	subject	Event
CONTENT#TOPIC	Style	subject	Characteristic
CONTENT#TOPIC	Subculture	subject	Collection
CONTENT#TOPIC	Subways	subject	Organization
CONTENT#TOPIC	Success	subject	Event
CONTENT#TOPIC	Success in business	subject	Event
CONTENT#TOPIC	Suetonius, approximately 69-approximately 122	subject	Person
CONTENT#TOPIC	Suffering	subject	Event
CONTENT#TOPIC	Suffrage	subject	SocialObject
CONTENT#TOPIC	Suicidal behavior	subject	Event
CONTENT#TOPIC	Suicide victims in fiction	subject	InformationEntity
CONTENT#TOPIC	Supernatural	subject	Concept
CONTENT#TOPIC	Supernatural in fiction	subject	InformationEntity
CONTENT#TOPIC	Supreme Court Justices	subject	Organization
CONTENT#TOPIC	Survival Stories	subject	Event
CONTENT#TOPIC	Survival after airplane accidents	subject	PhysicalObject
CONTENT#TOPIC	Survival after airplane accidents, shipwrecks	subject	PhysicalObject
CONTENT#TOPIC	Survival at sea	subject	Event
CONTENT#TOPIC	Survival in fiction	subject	InformationEntity
CONTENT#TOPIC	Survival skills	subject	Event
CONTENT#TOPIC	Survivalism	subject	Event
CONTENT#TOPIC	Susie Salmon (Fictitious character)	subject	Personification
CONTENT#TOPIC	Suspense fiction	subject	InformationEntity
CONTENT#TOPIC	Swedish Americans	subject	Person
CONTENT#TOPIC	Swedish-Polish War, 1655-1660	subject	Event
CONTENT#TOPIC	Switzerland	sovereign state	Organization
CONTENT#TOPIC	Symbolism in architecture	subject	PhysicalObject
CONTENT#TOPIC	Systems and coll. works	subject	PhysicalObject
CONTENT#TOPIC	Systems and collected works	subject	PhysicalObject
CONTENT#TOPIC	TECHNOLOGY & ENGINEERING / General	subject	Event
CONTENT#TOPIC	Taoist Philosophy	subject	InformationEntity
CONTENT#TOPIC	Taoist literature	subject	InformationEntity
CONTENT#TOPIC	Tarzan (Fictitious character)	subject	Personification
CONTENT#TOPIC	Teacher-student relationships	subject	Person
CONTENT#TOPIC	Teachers	subject	Person
CONTENT#TOPIC	Teachers in fiction	subject	InformationEntity
CONTENT#TOPIC	Teachers, fiction	subject	InformationEntity
CONTENT#TOPIC	Technology and civilization	subject	Collection
CONTENT#TOPIC	Teddy bears	subject	PhysicalObject
CONTENT#TOPIC	Teen & Young Adult Fiction	subject	Topic
CONTENT#TOPIC	Teen & Young Adult Historical Fiction	subject	Topic
CONTENT#TOPIC	Teen & Young Adult Social Issues	subject	SocialObject
CONTENT#TOPIC	Teenage boy/girl relations	subject	Relation
CONTENT#TOPIC	Teenage boys	subject	Group
CONTENT#TOPIC	Teenage girls	subject	Group
CONTENT#TOPIC	Telepathy -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Television actors and actresses	subject	Person
CONTENT#TOPIC	Television adaptations	subject	PhysicalObject
CONTENT#TOPIC	Television programs	subject	Person
CONTENT#TOPIC	Temptation	subject	Concept
CONTENT#TOPIC	Terminally ill	subject	Event
CONTENT#TOPIC	Terminally ill—Fiction	subject	Topic
CONTENT#TOPIC	Terrorism	subject	SocialObject
CONTENT#TOPIC	Terrorism, fiction	subject	InformationEntity
CONTENT#TOPIC	Terrorists	subject	Person
CONTENT#TOPIC	Terrorists, fiction	subject	InformationEntity
CONTENT#TOPIC	Text-books for foreigners	subject	InformationEntity
CONTENT#TOPIC	Textbooks	subject	InformationEntity
CONTENT#TOPIC	Textbooks for foreign speakers	subject	Person
CONTENT#TOPIC	Texts and translations	subject	InformationEntity
CONTENT#TOPIC	Textual Criticism	subject	InformationEntity
CONTENT#TOPIC	Thanatos (Greek deity)	subject	Personification
CONTENT#TOPIC	The Adventures of Tom Sawyer	subject	Person
CONTENT#TOPIC	The Arts	subject	Event
CONTENT#TOPIC	The Elements of Style	subject	InformationEntity
CONTENT#TOPIC	The Future	subject	InformationEntity
CONTENT#TOPIC	The Lass of Aughrim	subject	InformationEntity
CONTENT#TOPIC	The Portuguese discovery of the sea route to India	occurrence	Event
CONTENT#TOPIC	The State	subject	Location
CONTENT#TOPIC	The Washington Post	subject	InformationEntity
CONTENT#TOPIC	Theater	subject	PhysicalObject
CONTENT#TOPIC	Theater in art	subject	Topic
CONTENT#TOPIC	Theatrical companies	subject	Organization
CONTENT#TOPIC	Themes, motives	subject	InformationEntity
CONTENT#TOPIC	Theological anthropology	subject	Topic
CONTENT#TOPIC	Theology	subject	Topic
CONTENT#TOPIC	Theory	subject	Description
CONTENT#TOPIC	Theory of Knowledge	subject	Event
CONTENT#TOPIC	Theseus (Greek mythology)	subject	InformationEntity
CONTENT#TOPIC	Think and grow rich (Hill, Napoleon)	subject	Event
CONTENT#TOPIC	Thomas Cromwell	human	Person
CONTENT#TOPIC	Thorndyke, doctor (fictitious character), fiction	subject	Personification
CONTENT#TOPIC	Three Graces	subject	Person
CONTENT#TOPIC	Three musketeers (fictitious characters), fiction	subject	Personification
CONTENT#TOPIC	Time	subject	TimeInterval
CONTENT#TOPIC	Time travel	subject	Event
CONTENT#TOPIC	Timon of Athens (Legendary character)	subject	InformationEntity
CONTENT#TOPIC	Timon of Athens (Legendary character) in literature	subject	InformationEntity
CONTENT#TOPIC	Timon of Athens (Shakespeare, William)	subject	Person
CONTENT#TOPIC	Titanic (Ship)	subject	PhysicalObject
CONTENT#TOPIC	Titanic (steamship)	subject	PhysicalObject
CONTENT#TOPIC	Titans (Mythology)	subject	Personification
CONTENT#TOPIC	Titus Andronicus (Legendary character)	subject	InformationEntity
CONTENT#TOPIC	Toad of Toad Hall (Fictitious character)	subject	Personification
CONTENT#TOPIC	Tom Sawyer (Fictitious character)	subject	Personification
CONTENT#TOPIC	Tommy Beresford (Fictitious Character)	subject	Personification
CONTENT#TOPIC	Tommy Beresford (Fictitious character)	subject	Personification
CONTENT#TOPIC	Tournaments	subject	Activity
CONTENT#TOPIC	Toy and movable books	subject	InformationEntity
CONTENT#TOPIC	Trading posts	subject	Event
CONTENT#TOPIC	Traffic accident victims	subject	Person
CONTENT#TOPIC	Traffic accident victims -- Family relationships -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Traffic accidents	subject	Collection
CONTENT#TOPIC	Training	subject	Person
CONTENT#TOPIC	Translation into Japanese	subject	Event
CONTENT#TOPIC	Translations	subject	Event
CONTENT#TOPIC	Translations from Bengali	subject	Event
CONTENT#TOPIC	Translations from Danish	subject	Event
CONTENT#TOPIC	Translations from English	subject	Event
CONTENT#TOPIC	Translations from French	subject	Event
CONTENT#TOPIC	Translations from German	subject	Event
CONTENT#TOPIC	Translations from Greek	subject	Event
CONTENT#TOPIC	Translations from Italian	subject	Event
CONTENT#TOPIC	Translations from Latin	subject	Event
CONTENT#TOPIC	Translations from Norwegian	subject	Event
CONTENT#TOPIC	Translations from Russian	subject	Event
CONTENT#TOPIC	Translations into Afrikaans	subject	Event
CONTENT#TOPIC	Translations into Arabic	subject	Event
CONTENT#TOPIC	Translations into Armenian	subject	Event
CONTENT#TOPIC	Translations into Bengali	subject	Event
CONTENT#TOPIC	Translations into Chinese	subject	Event
CONTENT#TOPIC	Translations into Czech	subject	Event
CONTENT#TOPIC	Translations into English	subject	Event
CONTENT#TOPIC	Translations into French	subject	Event
CONTENT#TOPIC	Translations into French Creole	subject	Event
CONTENT#TOPIC	Translations into Frisian	subject	Event
CONTENT#TOPIC	Translations into German	subject	Event
CONTENT#TOPIC	Translations into Gujarati	subject	Event
CONTENT#TOPIC	Translations into Hebrew	subject	Event
CONTENT#TOPIC	Translations into Icelandic	subject	Event
CONTENT#TOPIC	Translations into Indonesian	subject	Event
CONTENT#TOPIC	Translations into Irish	subject	Event
CONTENT#TOPIC	Translations into Italian	subject	Event
CONTENT#TOPIC	Translations into Kannada	subject	Event
CONTENT#TOPIC	Translations into Korean	subject	Event
CONTENT#TOPIC	Translations into Lithuanian	subject	Event
CONTENT#TOPIC	Translations into Malagasy	subject	Event
CONTENT#TOPIC	Translations into Marathi	subject	Event
CONTENT#TOPIC	Translations into Mongolian	subject	Event
CONTENT#TOPIC	Translations into Norwegian	subject	Event
CONTENT#TOPIC	Translations into Polish	subject	Event
CONTENT#TOPIC	Translations into Portuguese	subject	Event
CONTENT#TOPIC	Translations into Romany	subject	Event
CONTENT#TOPIC	Translations into Russian	subject	Event
CONTENT#TOPIC	Translations into Scots	subject	Event
CONTENT#TOPIC	Translations into Spanish	subject	Event
CONTENT#TOPIC	Translations into Swedish	subject	Event
CONTENT#TOPIC	Translations into Telugu	subject	Event
CONTENT#TOPIC	Translations into Vietnamese	subject	Event
CONTENT#TOPIC	Translations into Yiddish	subject	Event
CONTENT#TOPIC	Travel	subject	Event
CONTENT#TOPIC	Travel writers	subject	Person
CONTENT#TOPIC	Treasure Island (Imaginary place)	subject	Location
CONTENT#TOPIC	Treasure island (imaginary place), fiction	subject	InformationEntity
CONTENT#TOPIC	Treasure troves	subject	Description
CONTENT#TOPIC	Treasure-trove	subject	Location
CONTENT#TOPIC	Treasure-trove in fiction	subject	InformationEntity
CONTENT#TOPIC	Treatise	subject	Event
CONTENT#TOPIC	Tree houses	subject	Location
CONTENT#TOPIC	Trials (Breach of promise)	subject	Person
CONTENT#TOPIC	Trials (Murder)	subject	Person
CONTENT#TOPIC	Trials (Murder) -- Russia -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Trials (Murder), fiction	subject	InformationEntity
CONTENT#TOPIC	Trials (Offenses against the environment)	subject	Person
CONTENT#TOPIC	Trials, litigation	subject	Event
CONTENT#TOPIC	Triangles (Interpersonal relations)	subject	Description
CONTENT#TOPIC	Triangles (Interpersonal relations), fiction	subject	InformationEntity
CONTENT#TOPIC	Trigonometry	subject	Abstract
CONTENT#TOPIC	Tristan (Legendary character)	subject	InformationEntity
CONTENT#TOPIC	Troilus (Greek mythology) in literature	subject	InformationEntity
CONTENT#TOPIC	Troilus (Legendary character)	subject	InformationEntity
CONTENT#TOPIC	True Crime	subject	Event
CONTENT#TOPIC	Tsunamis in fiction	subject	InformationEntity
CONTENT#TOPIC	Tuberculosis	subject	SocialObject
CONTENT#TOPIC	Tulip Mania, 1634-1637 in fiction	subject	InformationEntity
CONTENT#TOPIC	Tulip mania, 17th century	subject	Person
CONTENT#TOPIC	Tulip mania, 17th century in fiction	subject	InformationEntity
CONTENT#TOPIC	Tuppence Beresford (Fictitious Character)	subject	Personification
CONTENT#TOPIC	Tuppence Beresford (Fictitious character)	subject	Personification
CONTENT#TOPIC	Turkey and the Middle East	subject	Location
CONTENT#TOPIC	Turkish Delight	subject	PhysicalObject
CONTENT#TOPIC	Tuskegee Normal and Industrial Institute	subject	Organization
CONTENT#TOPIC	Tuskegee institute	subject	Organization
CONTENT#TOPIC	Twentieth century	subject	TimeInterval
CONTENT#TOPIC	Twenty-first century	subject	TimeInterval
CONTENT#TOPIC	Twenty-first century -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Twin brothers	subject	Person
CONTENT#TOPIC	Uncles,  fiction	subject	Personification
CONTENT#TOPIC	Underground Railroad	subject	Organization
CONTENT#TOPIC	Underground areas	subject	PhysicalObject
CONTENT#TOPIC	Underground homeless persons	subject	Person
CONTENT#TOPIC	Underground movements	subject	Event
CONTENT#TOPIC	Unified field theories	subject	Event
CONTENT#TOPIC	United Nations	subject	Organization
CONTENT#TOPIC	United States	subject	Organization
CONTENT#TOPIC	United States  in fiction	subject	InformationEntity
CONTENT#TOPIC	United States - General	subject	Event
CONTENT#TOPIC	United States Civil War, 1861-1865	subject	Event
CONTENT#TOPIC	United States French and Indian War, 1755-1763	subject	Event
CONTENT#TOPIC	United States in fiction	subject	InformationEntity
CONTENT#TOPIC	United States of America	superpower	Organization
CONTENT#TOPIC	United States. Central Intelligence Agency	subject	Organization
CONTENT#TOPIC	United States. Navy	subject	Organization
CONTENT#TOPIC	United States. Secret Service	subject	Organization
CONTENT#TOPIC	United states, fiction	subject	InformationEntity
CONTENT#TOPIC	United states, politics and government	subject	Event
CONTENT#TOPIC	United states, race relations	subject	Event
CONTENT#TOPIC	United states, social conditions	subject	Topic
CONTENT#TOPIC	United states, social life and customs, fiction	subject	InformationEntity
CONTENT#TOPIC	Universities and colleges	subject	Collection
CONTENT#TOPIC	Universities and colleges, fiction	subject	InformationEntity
CONTENT#TOPIC	Unmarried couples	subject	Event
CONTENT#TOPIC	Unmarried mothers	subject	Person
CONTENT#TOPIC	Unmarried mothers in fiction	subject	InformationEntity
CONTENT#TOPIC	Unreliable Narrator	subject	Person
CONTENT#TOPIC	Unrequited love	subject	Event
CONTENT#TOPIC	Unrequited love -- Spain -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Untranslated Fiction - General	subject	InformationEntity
CONTENT#TOPIC	Upper class	subject	SocialObject
CONTENT#TOPIC	Upper class women	subject	Person
CONTENT#TOPIC	Upper classes	subject	Group
CONTENT#TOPIC	Urban Fantasy	subject	Topic
CONTENT#TOPIC	Ut pictura poesis (Aesthetics)	subject	InformationEntity
CONTENT#TOPIC	Utopian fiction	subject	InformationEntity
CONTENT#TOPIC	Valkyries (Norse mythology)	subject	InformationEntity
CONTENT#TOPIC	Vampire fiction	subject	Personification
CONTENT#TOPIC	Vampires	subject	Personification
CONTENT#TOPIC	Vampires -- Fiction	subject	Personification
CONTENT#TOPIC	Vampires in fiction	subject	Personification
CONTENT#TOPIC	Vampires, fiction	subject	Personification
CONTENT#TOPIC	Versification	subject	Abstract
CONTENT#TOPIC	Victims of crimes	subject	Person
CONTENT#TOPIC	Victims of crimes -- Fiction	subject	InformationEntity
CONTENT#TOPIC	Victims of family violence	subject	Person
CONTENT#TOPIC	Viction	subject	Event
CONTENT#TOPIC	Victor Frankenstein (Fictitious character)	subject	Personification
CONTENT#TOPIC	Victorian fashion	subject	SocialObject
